complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3005285,2026-05-22 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2026-05-28 19:10:40.896439,Untimely response,Yes,No
3005286,2024-12-13 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,FL,12345,,Consent provided,Web,2024-12-14 19:10:40.896439,Closed with explanation,Yes,Yes
3005287,2025-06-20 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,IL,12345,,Consent provided,Web,2025-06-25 19:10:40.896439,Closed with explanation,Yes,nan
3005288,2025-09-11 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,CA,12345,,Consent provided,Web,2025-09-23 19:10:40.896439,Closed with explanation,Yes,nan
3005289,2024-11-21 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,MI,12345,,Consent provided,Web,2024-12-01 19:10:40.896439,Untimely response,Yes,No
3005290,2025-10-18 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NY,12345,,Consent provided,Web,2025-10-22 19:10:40.896439,Closed with explanation,No,No
3005291,2024-11-13 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,IL,12345,,Consent provided,Web,2024-11-13 19:10:40.896439,Closed with explanation,Yes,nan
3005292,2024-09-29 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NY,12345,,Consent provided,Web,2024-09-30 19:10:40.896439,Closed with monetary relief,Yes,Yes
3005293,2026-05-23 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,NC,12345,,Consent provided,Web,2026-05-24 19:10:40.896439,In progress,Yes,No
3005294,2025-01-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2025-01-12 19:10:40.896439,In progress,Yes,Yes
3005295,2025-07-07 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,TX,12345,,Consent provided,Web,2025-07-16 19:10:40.896439,Closed with monetary relief,Yes,No
3005296,2024-11-10 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,NC,12345,,Consent provided,Web,2024-11-15 19:10:40.896439,Closed with explanation,Yes,nan
3005297,2025-03-07 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2025-03-17 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005298,2026-02-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,PA,12345,,Consent provided,Web,2026-03-08 19:10:40.896439,In progress,Yes,nan
3005299,2026-02-02 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,TX,12345,,Consent provided,Web,2026-02-02 19:10:40.896439,In progress,Yes,nan
3005300,2026-05-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,PA,12345,,Consent provided,Web,2026-05-15 19:10:40.896439,Closed with explanation,Yes,nan
3005301,2025-07-17 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2025-07-29 19:10:40.896439,Closed with explanation,Yes,nan
3005302,2024-11-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,OH,12345,,Consent provided,Web,2024-12-03 19:10:40.896439,Closed with explanation,Yes,No
3005303,2025-09-10 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,MI,12345,,Consent provided,Web,2025-09-21 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3005304,2026-03-24 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,IL,12345,,Consent provided,Web,2026-04-02 19:10:40.896439,Closed with non-monetary relief,No,Yes
3005305,2026-06-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,FL,12345,,Consent provided,Web,2026-07-10 19:10:40.896439,Closed with explanation,Yes,nan
3005306,2025-10-16 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,TX,12345,,Consent provided,Web,2025-10-20 19:10:40.896439,Closed with explanation,Yes,No
3005307,2025-09-23 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2025-09-24 19:10:40.896439,Untimely response,Yes,No
3005308,2025-10-28 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2025-10-29 19:10:40.896439,Closed with explanation,Yes,No
3005309,2025-04-24 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,TX,12345,,Consent provided,Web,2025-05-08 19:10:40.896439,Closed with monetary relief,Yes,Yes
3005310,2024-11-24 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,GA,12345,,Consent provided,Web,2024-11-30 19:10:40.896439,Closed with explanation,Yes,nan
3005311,2025-03-11 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2025-03-17 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3005312,2025-05-02 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,IL,12345,,Consent provided,Web,2025-05-07 19:10:40.896439,Closed with explanation,Yes,nan
3005313,2024-07-29 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,FL,12345,,Consent provided,Web,2024-07-29 19:10:40.896439,Closed with monetary relief,No,nan
3005314,2024-09-12 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,CA,12345,,Consent provided,Web,2024-09-23 19:10:40.896439,Closed with monetary relief,Yes,nan
3005315,2026-03-21 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,PA,12345,,Consent provided,Web,2026-04-02 19:10:40.896439,In progress,Yes,Yes
3005316,2024-10-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,CA,12345,,Consent provided,Web,2024-11-04 19:10:40.896439,Closed with explanation,Yes,No
3005317,2025-07-03 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,NY,12345,,Consent provided,Web,2025-07-05 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005318,2025-05-03 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NY,12345,,Consent provided,Web,2025-05-11 19:10:40.896439,Closed with explanation,Yes,nan
3005319,2025-10-18 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,FL,12345,,Consent provided,Web,2025-10-27 19:10:40.896439,Untimely response,Yes,No
3005320,2024-10-03 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,NY,12345,,Consent provided,Web,2024-10-03 19:10:40.896439,Closed with explanation,Yes,nan
3005321,2025-12-16 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,PA,12345,,Consent provided,Web,2025-12-17 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3005322,2026-04-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2026-05-03 19:10:40.896439,Closed with explanation,Yes,nan
3005323,2026-06-30 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2026-07-06 19:10:40.896439,Closed with explanation,Yes,No
3005324,2026-04-28 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2026-05-06 19:10:40.896439,Closed with explanation,Yes,No
3005325,2025-01-12 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NY,12345,,Consent provided,Web,2025-01-21 19:10:40.896439,Closed with explanation,Yes,No
3005326,2026-01-07 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,OH,12345,,Consent provided,Web,2026-01-18 19:10:40.896439,Closed with explanation,Yes,Yes
3005327,2025-03-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,OH,12345,,Consent provided,Web,2025-03-17 19:10:40.896439,Closed with explanation,No,Yes
3005328,2024-11-19 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,TX,12345,,Consent provided,Web,2024-12-03 19:10:40.896439,Closed with explanation,Yes,Yes
3005329,2025-06-14 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2025-06-28 19:10:40.896439,Closed with explanation,Yes,nan
3005330,2024-12-31 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,IL,12345,,Consent provided,Web,2025-01-11 19:10:40.896439,Closed with explanation,Yes,Yes
